가격,건축년도,주소,등록일,아파트,전용면적,층
32900,2001, 초지동 738,2024-07-03,그린빌18,59.42,3
32000,2002, 초지동 736,2024-07-04,그린빌15(해맑음마을),59.97,10
47000,2019, 초지동 802,2024-07-04,초지역메이저타운푸르지오파크단지,49.9999,3
28600,2002, 초지동 724,2024-07-05,주공그린빌13단지,51.75,3
51500,2000, 초지동 731,2024-07-06,호수마을풍림,118.96,5
35000,2002, 초지동 736,2024-07-06,그린빌15(해맑음마을),59.97,14
49900,2019, 원곡동 1001,2024-07-01,초지역메이저타운푸르지오에코단지,49.4932,9
38000,2005, 원곡동 938,2024-07-04,경남아너스빌,59.99,14
48500,2019, 원곡동 1001,2024-07-04,초지역메이저타운푸르지오에코단지,49.4932,13
43350,2023, 원곡동 1003,2024-07-04,안산푸르지오브리파크,59.9692,24
40800,2005, 원곡동 938,2024-07-04,경남아너스빌,74.86,20
57800,2021, 원곡동 1002,2024-07-05,e편한세상초지역센트럴포레,59.974,27
58000,2019, 원곡동 1001,2024-07-06,초지역메이저타운푸르지오에코단지,59.5958,32
59800,1992, 선부동 1085,2024-07-01,공작한양(고층),203.125,20
39800,1991, 선부동 1086,2024-07-02,수정한양,84.975,6
17300,1992, 선부동 1085,2024-07-02,공작한양(고층),42.615,6
17300,1992, 선부동 1085,2024-07-02,공작한양(고층),42.615,6
20500,1992, 선부동 1079,2024-07-03,군자주공14,40.0,3
6350,2015, 선부동 1087-16,2024-07-04,보광그랑베르,17.6435,4
48900,2020, 선부동 1188,2024-07-04,안산라프리모,59.4504,15
23000,1991, 선부동 1086,2024-07-04,수정한양,49.98,2
12700,1993, 선부동 1081,2024-07-05,산호한양,29.2725,4
59000,2018, 선부동 1186,2024-07-06,e편한세상선부파크플레이스2차,84.98,11
49000,2018, 선부동 1186,2024-07-08,e편한세상선부파크플레이스1차,59.98,17
50000,2020, 선부동 1189,2024-07-08,이편한세상선부역어반스퀘어,59.93,7
23000,1991, 선부동 1078,2024-07-09,군자주공12,38.64,7
62300,2015, 신원동 609,2024-07-05,신원마을1단지우남퍼스트빌,84.6326,3
54100,2018, 신원동 661,2024-07-05,삼송10단지동일스위트2차,66.0932,16
59400,2014, 도내동 983,2024-07-02,도래울센트럴더포레,84.98,2
67000,2013, 도내동 1103,2024-07-05,도래울파크뷰,84.98,3
69000,2013, 도내동 1103,2024-07-06,도래울파크뷰,84.88,18
64500,2015, 도내동 1010,2024-07-06,도래울센트럴더힐,84.92,10
54800,2013, 도내동 1011,2024-07-06,도래울센트럴파크(CentralPark),59.85,11
64500,2015, 도내동 1010,2024-07-08,도래울센트럴더힐,84.92,6
88000,2018, 도내동 1107,2024-07-08,고양원흥동일스위트,84.9956,19
36630,1992, 성사동 719,2024-07-04,신원당(동문1),63.405,7
65000,2009, 성사동 869,2024-07-06,원당대림e-편한세상,112.242,18
22000,1986, 성사동 705-15,2024-07-06,서안,44.73,4
49000,2009, 성사동 869,2024-07-08,원당대림e-편한세상,59.702,9
22000,1993, 성사동 725,2024-07-08,신원당(태영9),49.59,14
59750,2009, 성사동 869,2024-07-10,원당대림e-편한세상,84.656,21
65000,2020, 지축동 848,2024-07-01,지축역한림풀에버,72.937,2
83000,2020, 지축동 915,2024-07-06,지축역중흥S-클래스북한산파크뷰,84.9664,10
85000,2020, 지축동 915,2024-07-06,지축역중흥S-클래스북한산파크뷰,84.9664,24
83000,2020, 지축동 915,2024-07-07,지축역중흥S-클래스북한산파크뷰,84.9664,22
75000,2020, 지축동 848,2024-07-09,지축역한림풀에버,72.936,22
83000,2015, 삼송동 311,2024-07-03,삼송2차아이파크,84.739,2
63000,2020, 삼송동 293,2024-07-05,삼송역현대헤리엇,59.95,16
22000,1997, 고양동 255,2024-07-02,현대2,59.945,12
32000,2007, 고양동 730,2024-07-04,푸른마을5단지,84.8265,12
25000,2007, 고양동 724,2024-07-05,푸른마을6단지,59.9768,4
33500,2003, 관산동 996,2024-07-04,주공그린빌,84.8,7
49800,2005, 토당동 250,2024-07-01,내안애양우,84.59,7
50000,2002, 토당동 53-44,2024-07-02,능곡현대홈타운2,84.45,2
45000,2004, 토당동 80,2024-07-03,토당동금강KCC,75.16,18
45000,2004, 토당동 80,2024-07-03,토당동금강KCC,75.16,18
25000,1996, 화정동 851,2024-07-01,달빛(라이프)2,49.95,14
60800,1995, 화정동 870,2024-07-01,은빛마을(LG)5,134.94,7
68000,1995, 화정동 870,2024-07-01,은빛(미도파)5,134.97,10
33000,1995, 화정동 952,2024-07-01,별빛마을(부영)8(좋은집),50.0,10
25700,1996, 화정동 851,2024-07-01,달빛마을(부영)2,50.0,16
43500,1997, 화정동 1127,2024-07-02,옥빛마을(주공)15,59.97,11
44800,1995, 화정동 865,2024-07-03,달빛마을3단지,84.87,4
35400,1995, 화정동 952,2024-07-05,별빛마을(부영)8(좋은집),50.0,14
37700,1997, 화정동 1127,2024-07-05,옥빛마을(주공)15,59.97,4
49000,1995, 화정동 988,2024-07-05,옥빛마을12단지,59.195,19
47800,1995, 화정동 858,2024-07-06,달빛마을(동부),84.9,16
43500,1995, 화정동 987,2024-07-06,옥빛마을(일신건영)13(휴먼빌),59.835,2
50900,1995, 화정동 987,2024-07-06,옥빛마을(일신건영)13(휴먼빌),59.835,13
30000,1995, 화정동 952,2024-07-06,별빛마을(부영)8(좋은집),50.0,2
55000,1995, 화정동 948,2024-07-06,별빛마을9단지(901동에서906동),84.93,5
39900,1997, 화정동 1127,2024-07-08,옥빛마을(주공)15,59.97,15
34000,1995, 화정동 952,2024-07-09,별빛마을(부영)8(좋은집),50.0,13
84500,1996, 화정동 936,2024-07-10,은빛마을6단지,164.34,1
32000,1997, 행신동 934,2024-07-01,햇빛마을주공20,59.97,12
41000,1995, 행신동 773,2024-07-02,무원마을1단지,68.98,9
57000,1997, 행신동 905,2024-07-02,햇빛마을21단지,101.97,10
40000,1995, 행신동 785,2024-07-02,소만마을(성원)6,59.34,12
34700,1995, 행신동 783,2024-07-02,소만마을(대명)7,59.04,3
30500,1996, 행신동 983,2024-07-02,샘터마을2,49.96,13
36000,1995, 행신동 783,2024-07-03,소만마을(대명)7,59.04,7
35000,1996, 행신동 953,2024-07-03,햇빛주공23,59.56,20
30000,1997, 행신동 934,2024-07-03,햇빛마을주공20,59.98,11
37900,1996, 행신동 633-67,2024-07-03,윤창아파트1단지,84.96,13
32500,1995, 행신동 785,2024-07-03,소만마을(성원)6,49.77,9
30700,1995, 행신동 785,2024-07-04,소만마을(성원)6,49.77,3
31500,1997, 행신동 934,2024-07-04,햇빛마을주공20,59.98,14
49000,1994, 행신동 692,2024-07-06,무원마을(서광),84.99,9
41500,1998, 행신동 938,2024-07-06,햇빛주공(18-2),65.97,6
30300,1996, 행신동 983,2024-07-06,샘터마을2,49.96,10
89000,2009, 행신동 1090,2024-07-08,서정마을7단지파크하임휴먼시아,133.02,9
43000,1995, 행신동 773,2024-07-10,무원마을1단지,68.98,7
23000,1995, 행신동 796,2024-07-11,소만마을1단지,45.48,3
78000,2019, 향동동 571,2024-07-02,DMC호반베르디움더포레2단지,84.9313,5
65000,2020, 향동동 501,2024-07-03,DMC중흥S-클래스더센트럴,59.718,12
85500,2019, 향동동 557,2024-07-07,DMC호반베르디움더포레3단지,84.8984,8
60000,2019, 향동동 557,2024-07-09,DMC호반베르디움더포레3단지,84.8984,27
56000,2020, 향동동 405,2024-07-09,DMC두산위브더퍼스트,59.94,1
70100,2010, 식사동 1487,2024-07-01,위시티일산자이1단지,134.8911,3
71000,2010, 식사동 1565,2024-07-01,위시티블루밍5단지,123.23,27
65000,2010, 식사동 1498,2024-07-01,위시티일산자이2단지,115.9254,21
36300,2002, 식사동 910,2024-07-02,은행마을2(동문),84.3316,4
68000,2022, 식사동 621-17,2024-07-02,일산자이더헤리티지,84.9938,23
72000,2010, 식사동 1498,2024-07-02,위시티일산자이2단지,133.6079,9
39460,2003, 식사동 1474,2024-07-04,SKVIEW,84.3198,5
53000,2020, 식사동 가-,2024-07-04,일산자이센트리지,59.4905,10
77000,2010, 식사동 1504,2024-07-04,위시티일산자이4단지,134.8911,17
74000,2010, 식사동 1498,2024-07-05,위시티일산자이2단지,134.7996,5
72000,2022, 식사동 621-17,2024-07-07,일산자이더헤리티지,84.9938,31
89000,2010, 식사동 1504,2024-07-08,위시티일산자이4단지,162.7081,21
72000,2010, 식사동 1565,2024-07-10,위시티블루밍5단지,123.23,5
40500,1995, 중산동 1573-7,2024-07-01,중산마을7(코오롱),134.97,9
23500,1995, 중산동 1575,2024-07-04,중산마을5(동부),59.93,4
67700,2018, 중산동 1841,2024-07-04,일산센트럴아이파크,84.9854,28
41500,2007, 중산동 1700,2024-07-04,하늘마을2단지,84.72,2
23800,1995, 중산동 1556,2024-07-04,중산마을2(코오롱),59.93,5
52500,2018, 중산동 1841,2024-07-05,일산센트럴아이파크,59.9703,9
41300,2007, 중산동 1700,2024-07-08,하늘마을2단지,84.72,18
25000,1995, 중산동 1556,2024-07-09,중산마을2(코오롱),59.93,9
51250,1994, 장항동 883,2024-07-01,호수마을(청구),67.735,1
52500,1994, 장항동 881,2024-07-01,호수마을(현대),70.14,14
125000,2019, 장항동 1761,2024-07-03,킨텍스원시티2블럭,84.5043,30
38200,1994, 장항동 883,2024-07-04,호수마을(청구),49.965,2
26500,1992, 마두동 789,2024-07-02,강촌마을(라이프),36.54,2
24500,1995, 마두동 732,2024-07-02,백마마을(한양),41.13,9
50000,1994, 마두동 717,2024-07-04,백마마을(쌍용),70.43,6
49400,1994, 마두동 717,2024-07-05,백마마을(한성),70.43,10
36300,1993, 백석동 1186,2024-07-03,백송마을(대림),58.74,4
36300,1993, 백석동 1186,2024-07-03,백송마을(대림),58.74,4
47000,1994, 백석동 1135,2024-07-06,백송마을(대우),84.768,17
40000,1994, 백석동 1140,2024-07-08,백송마을(두산),71.28,6
41500,1994, 백석동 1140,2024-07-09,백송마을(두산),71.28,13
58000,1994, 백석동 1349,2024-07-10,흰돌마을(국제),69.09,10
33000,2006, 풍동 1258,2024-07-01,숲속마을8단지,59.72,14
48300,2006, 풍동 1286,2024-07-03,숲속마을2단지,84.88,7
30800,2006, 풍동 1258,2024-07-05,숲속마을8단지,51.93,13
30800,2006, 풍동 1258,2024-07-05,숲속마을8단지,59.72,13
32300,2006, 풍동 1258,2024-07-06,숲속마을8단지,59.72,14
27000,1998, 풍동 532-35,2024-07-12,성원1차,59.76,6
27800,2004, 성석동 1077,2024-07-05,청원네이처빌,79.86,8
65000,1995, 일산동 1074,2024-07-01,후곡마을(서안),101.24,1
24500,2000, 일산동 1876,2024-07-02,일산삼성,59.958,19
36000,2003, 일산동 1655,2024-07-02,일신휴먼빌(1655),84.988,4
36000,2003, 일산동 1655,2024-07-02,일신휴먼빌(1655),84.988,4
49000,1994, 일산동 1058,2024-07-03,후곡마을(럭키),72.261,17
43000,2002, 일산동 954,2024-07-03,태영(954),84.89,11
19500,1996, 일산동 2041,2024-07-04,에이스10차,59.73,20
51900,1995, 일산동 1066,2024-07-06,후곡마을(금호),83.77,1
39500,2005, 일산동 1686,2024-07-06,산들마을,84.93,15
25000,2000, 일산동 600-32,2024-07-08,일산동문(600-32),59.99,25
44000,2002, 일산동 954,2024-07-08,태영(954),84.89,13
31000,1995, 일산동 1103,2024-07-09,후곡마을(주공),59.31,12
33000,2013, 일산동 1945-1,2024-07-09,푸르지오,59.95,9
31500,2001, 일산동 645,2024-07-11,일산1차현대홈타운,59.9782,7
41000,2002, 일산동 954,2024-07-11,태영(954),84.89,8
49000,1994, 일산동 1090,2024-07-12,후곡마을(현대18),84.81,13
45800,1994, 주엽동 117,2024-07-03,문촌마을16단지뉴삼익,58.13,13
21000,1998, 주엽동 75,2024-07-06,강선마을10단지한양,41.265,14
20000,1994, 주엽동 43,2024-07-08,강선마을3단지한신,52.567,1
27300,1994, 탄현동 1479,2024-07-01,탄현마을(현대),68.04,13
25800,2000, 탄현동 1585,2024-07-01,탄현마을풍림,59.859,13
34000,1994, 탄현동 1476,2024-07-02,탄현마을(동성),101.85,12
36950,2018, 탄현동 1650,2024-07-02,일산에듀포레푸르지오,59.8354,11
61500,2013, 탄현동 1640,2024-07-02,일산두산위브더제니스,95.5001,10
38000,2009, 탄현동 1634,2024-07-02,일산임광진흥아파트,84.89,9
80000,2013, 탄현동 1640,2024-07-03,일산두산위브더제니스,170.7209,26
32800,2000, 탄현동 1578,2024-07-04,탄현마을동신,70.558,3
57500,2018, 탄현동 1650,2024-07-04,일산에듀포레푸르지오,99.3431,15
37800,2009, 탄현동 1634,2024-07-04,일산임광진흥아파트,84.96,3
26000,1995, 탄현동 1470,2024-07-05,탄현마을(동문),70.47,7
84500,2013, 탄현동 1640,2024-07-05,일산두산위브더제니스,145.8289,28
38500,2009, 탄현동 1634,2024-07-05,일산임광진흥아파트,84.82,3
42600,1995, 탄현동 1485,2024-07-06,탄현마을(진로),122.76,16
47700,2018, 탄현동 1650,2024-07-06,일산에듀포레푸르지오,84.8717,17
27300,2000, 탄현동 1585,2024-07-06,탄현마을풍림,59.859,13
52500,2013, 탄현동 1640,2024-07-07,일산두산위브더제니스,59.9065,47
46000,2018, 탄현동 1650,2024-07-07,일산에듀포레푸르지오,84.8717,4
26000,2000, 탄현동 1585,2024-07-09,탄현마을풍림,59.859,20
37400,2018, 탄현동 1650,2024-07-09,일산에듀포레푸르지오,59.8354,13
25000,2001, 탄현동 121,2024-07-10,"큰마을대림,현대아파트",59.82,3
24700,2000, 대화동 2209,2024-07-03,세경,40.32,12
30500,1996, 대화동 2215,2024-07-09,성저마을(풍림),45.36,8
38000,2003, 대화동 2579,2024-07-10,킨텍스양우파크타운,84.2266,10
37500,2003, 덕이동 1521,2024-07-05,태영,84.79,10
27500,2003, 덕이동 676-1,2024-07-10,동문굿모닝힐3,84.2747,9
250000,2020, 중앙동 101,2024-07-03,과천푸르지오써밋,131.9642,6
164000,2008, 원문동 4,2024-07-04,래미안슈르,84.961,13
139000,2008, 별양동 17,2024-07-01,래미안슈르,84.946,1
165000,1983, 부림동 41,2024-07-03,주공8,83.2,5
74000,2018, 갈매동 596,2024-07-02,갈매역아이파크,84.9485,4
65000,2018, 갈매동 631,2024-07-02,갈매6단지,84.96,23
78300,2018, 갈매동 596,2024-07-02,갈매역아이파크,84.9441,19
73000,2018, 갈매동 596,2024-07-02,갈매역아이파크,84.9259,5
75000,2018, 갈매동 596,2024-07-04,갈매역아이파크,84.9441,17
63000,2016, 갈매동 665,2024-07-05,갈매더샵나인힐스,84.7845,11
68000,1997, 인창동 664-1,2024-07-01,주공2,84.99,12
44000,1996, 인창동 666-1,2024-07-01,주공4-1,49.69,2
51000,1996, 인창동 666-1,2024-07-02,주공4-2,59.56,9
37000,1997, 인창동 664-1,2024-07-06,주공2,39.86,5
38500,1996, 인창동 666-1,2024-07-06,주공4-1,37.67,7
49500,1996, 인창동 666-1,2024-07-08,주공4-1,58.14,6
47000,1999, 교문동 767,2024-07-01,일성,59.8,21
71500,2001, 교문동 820,2024-07-01,장자마을금호1-1,54.978,18
60000,1991, 교문동 766,2024-07-03,구리두산,59.99,3
48000,1998, 교문동 1-8,2024-07-11,동방,59.97,14
42800,2002, 수택동 879,2024-07-01,토평주공,46.2,9
73000,2021, 수택동 889,2024-07-01,구리역한양수자인리버시티,64.9812,13
49500,2006, 수택동 482-2,2024-07-01,성원상떼빌,93.087,4
53000,1995, 수택동 854,2024-07-03,대림한숲,51.66,8
59700,2006, 수택동 542,2024-07-06,수택동금호어울림,68.241,8
69500,2014, 수택동 888,2024-07-06,구리태영데시앙,84.86,13
78000,2002, 토평동 959,2024-07-01,상록,84.404,19
38000,2004, 호평동 668,2024-07-01,호평마을금강,64.0655,11
37500,2004, 호평동 668,2024-07-02,호평마을금강,64.0655,13
45800,2004, 호평동 612,2024-07-03,호평현대아이파크아파트,84.9865,13
42000,2005, 호평동 618,2024-07-04,호평마을한화꿈에그린,84.98,11
45200,2005, 호평동 616,2024-07-08,호평마을중흥에스-클래스,84.7681,11
39700,2004, 호평동 668,2024-07-11,호평마을금강,64.0655,9
39900,2005, 평내동 550,2024-07-01,평내마을금호어울림,84.9785,5
34000,2004, 평내동 562,2024-07-02,평내마을주공,59.53,18
34000,2005, 평내동 592,2024-07-03,평내마을상록데시앙,69.5889,6
44000,2020, 평내동 191-1,2024-07-04,평내호평역대명루첸포레스티움,59.8129,14
45500,2020, 평내동 191-1,2024-07-04,평내호평역대명루첸포레스티움,59.8129,23
54000,2020, 평내동 191-1,2024-07-05,평내호평역대명루첸포레스티움,83.9584,2
36500,2005, 평내동 581,2024-07-06,평내마을평내1차대주파크빌,84.9357,14
44000,2020, 평내동 191-1,2024-07-06,평내호평역대명루첸포레스티움,59.8129,4
37700,2005, 평내동 599,2024-07-06,평내마을중흥에스-클래스(1단지),82.3809,15
37900,2004, 평내동 601,2024-07-09,평내마을신명스카이뷰,84.9413,14
30000,2004, 평내동 562,2024-07-10,평내마을주공,59.53,8
95000,2012, 별내동 1056,2024-07-01,쌍용예가,134.98,8
110000,2023, 별내동 999,2024-07-01,별내자이더스타,99.9298,32
68900,2012, 별내동 1047,2024-07-02,신안인스빌,84.992,10
70000,2012, 별내동 1047,2024-07-03,신안인스빌,84.992,16
66500,2013, 별내동 808,2024-07-05,별내별가람역 한라비발디,84.97,9
85000,2012, 별내동 900,2024-07-12,대원칸타빌,132.57,3
65700,2001, 다산동 4002-1,2024-07-01,플루리움3단지,134.878,6
70000,2018, 다산동 6133,2024-07-01,다산 이편한세상자이,59.98,4
74700,2019, 다산동 6251,2024-07-03,다산신안인스빌퍼스트리버,84.965,10
77500,2019, 다산동 6251,2024-07-04,다산신안인스빌퍼스트리버,84.965,17
81500,2019, 다산동 6251,2024-07-04,다산신안인스빌퍼스트리버,84.965,29
78300,2000, 다산동 4002-1,2024-07-05,"플루리움4,5단지",162.454,7
86500,2017, 다산동 6031,2024-07-06,다산아이파크,84.95,22
57500,2021, 다산동 6163,2024-07-06,다산푸르지오,51.8728,22
77000,2018, 다산동 6090,2024-07-07,다산유승한내들센트럴,74.0618,24
75000,2019, 다산동 6208,2024-07-07,다산지금센트럴에일린의뜰,84.8816,7
71000,2018, 다산동 6133,2024-07-09,다산 이편한세상자이,59.98,4
58500,2008, 다산동 674,2024-07-10,더힐포레3단지,84.69,7
34500,1999,와부읍 덕소리 145-4,2024-07-01,강산마을코오롱대성,59.94,12
38000,1999,와부읍 덕소리 145-4,2024-07-01,강산마을코오롱대성107동,59.94,15
24300,1998,와부읍 덕소리 606-1,2024-07-03,덕소주공3,59.99,18
29500,1996,와부읍 덕소리 110-1,2024-07-06,주공1,58.14,10
51000,2001,와부읍 덕소리 600-15,2024-07-08,덕소강변현대,130.25,10
36500,1996,와부읍 덕소리 600-3,2024-07-09,강변삼익,59.88,14
33000,1999,와부읍 도곡리 976-1,2024-07-03,벽산,59.968,10
125000,2002,와부읍 도곡리 986-1,2024-07-03,덕소두산위브,200.899,1
21500,1997,진접읍 장현리 225-6,2024-07-01,신동아,84.99,5
20000,1994,진접읍 장현리 51-1,2024-07-01,정광산호,75.275,14
37000,2010,진접읍 장현리 710,2024-07-02,진접하우스토리,84.88,2
47500,2010,진접읍 장현리 710,2024-07-02,진접하우스토리,121.616,1
24400,1999,진접읍 장현리 677-1,2024-07-03,장현주공,59.99,9
24000,1999,진접읍 장현리 79-1,2024-07-04,신우,84.99,15
19000,1994,진접읍 장현리 51-1,2024-07-04,정광산호,59.842,12
38000,2009,진접읍 장현리 702,2024-07-08,남양주진접롯데캐슬,84.924,8
