가격,건축년도,주소,등록일,아파트,전용면적,층
4800,1999, 용관동 172-5,2024-07-08,더푸른리버뷰아파트,38.65,9
17300,2004, 봉방동 149-3,2024-07-01,좋은세상,84.995,14
33800,2014, 봉방동 1046,2024-07-09,충주푸르지오,84.939,2
21000,1997, 칠금동 825,2024-07-01,코오롱동신,75.626,12
9800,1996, 칠금동 821,2024-07-03,부영(1차),50.49,1
12500,1996, 칠금동 1015,2024-07-10,부영아파트(2차),60.0,1
30000,2006, 연수동 605,2024-07-01,연수아이파크,84.99,2
29000,2007, 연수동 1627,2024-07-03,연수힐스테이트,84.708,2
14500,1994, 연수동 1219,2024-07-06,삼성푸른2차,74.19,9
8300,1996, 연수동 700-4,2024-07-06,두진3차아파트,49.88,13
8500,1991, 연수동 930,2024-07-09,세원,59.52,14
30000,2006, 연수동 605,2024-07-09,연수아이파크,84.99,12
5450,1995, 연수동 701-9,2024-07-09,연수부강,42.11,12
30000,2006, 연수동 605,2024-07-09,연수아이파크,84.99,12
5450,1995, 연수동 701-9,2024-07-09,연수부강,42.11,12
13400,1997, 연수동 686,2024-07-10,"연수주공4차,5차",59.71,6
22800,2007, 목행동 886,2024-07-02,한라비발디,84.881,5
8500,1995, 목행동 508-35,2024-07-04,새한,59.94,6
24000,2007, 목행동 886,2024-07-05,한라비발디,84.881,2
5100,1995, 목행동 593-8,2024-07-11,삼진동산,39.84,2
23000,2007, 안림동 1166,2024-07-02,엘리시아,84.9813,3
15800,1993, 금릉동 771,2024-07-08,삼성푸른,84.96,1
2400,1997,대소원면 대소리 132-8,2024-07-08,"한영(7,8동)",28.89,2
15800,2016,대소원면 본리 645,2024-07-04,충주코아루퍼스트아파트,59.3554,9
16000,2016,대소원면 본리 645,2024-07-05,충주코아루퍼스트아파트,59.3554,13
5000,1995,앙성면 용포리 65-1,2024-07-03,한도(푸른마을),39.915,5
21900,2017,중앙탑면 용전리 661,2024-07-01,e편한세상충주,59.8841,8
17200,2017,중앙탑면 용전리 656,2024-07-03,미진이지비아,59.9941,13
19500,2017,중앙탑면 용전리 721,2024-07-03,충주시티자이,59.9959,2
19500,2017,중앙탑면 용전리 661,2024-07-03,e편한세상충주,59.8841,2
23500,2017,중앙탑면 용전리 656,2024-07-03,미진이지비아,84.9807,3
20500,2017,중앙탑면 용전리 661,2024-07-04,e편한세상충주,59.8841,4
29900,2023,중앙탑면 용전리 654,2024-07-06,포레나서충주,77.4723,2
20000,2017,중앙탑면 용전리 721,2024-07-06,충주시티자이,59.9959,4
20500,2017,중앙탑면 용전리 721,2024-07-06,충주시티자이,59.9959,9
20900,2017,중앙탑면 용전리 656,2024-07-06,미진이지비아,73.2972,3
16000,2018,중앙탑면 용전리 696,2024-07-07,신우희가로아파트,59.9533,10
25000,2017,중앙탑면 용전리 721,2024-07-09,충주시티자이,72.9988,2
17000,2017,중앙탑면 용전리 656,2024-07-10,미진이지비아,59.9941,1
24800,2017,중앙탑면 용전리 721,2024-07-10,충주시티자이,72.9988,3
30100,2017,중앙탑면 용전리 721,2024-07-10,충주시티자이,84.9571,10
23680,2023,엄정면 용산리 488-7,2024-07-05,헤리시티주상복합아파트,59.962,4
16000,1992, 동현동 29-2,2024-07-01,현대,84.93,11
3500,1989, 동현동 63-1,2024-07-11,세경,56.88,4
22300,2016, 화산동 1009,2024-07-07,서희스타힐스,74.8417,15
45000,2008, 하소동 156,2024-07-03,현대힐스테이트,121.004,10
19400,2002, 하소동 139,2024-07-06,청구,84.73,2
26800,2007, 하소동 198,2024-07-06,제천그린코아루2차,84.9857,10
4650,1991, 청전동 639,2024-07-04,비둘기,35.52,16
18000,1990, 청전동 72,2024-07-04,현대,84.945,9
12900,1995, 청전동 987,2024-07-05,덕일한마음,59.85,13
5000,1991, 청전동 480-4,2024-07-05,성한,45.36,4
4100,1990, 청전동 485-21,2024-07-06,형석,39.92,5
11550,1995, 청전동 987,2024-07-09,덕일한마음,59.85,9
25000,2017, 고암동 1268,2024-07-02,고암오네뜨,59.9689,16
3900,2000, 고암동 1142,2024-07-05,고암두진4차,33.0,9
8300,1995, 장락동 637-7,2024-07-02,제천미림청솔,49.77,4
27000,2007, 장락동 678,2024-07-06,장락e-편한세상,84.943,13
26000,2008, 장락동 1046,2024-07-08,장락동롯데캐슬,84.99,14
10300,1999, 장락동 1026,2024-07-09,장락주공2단지,49.96,4
11500,1996, 신백동 110,2024-07-02,덕일한마음1,59.94,13
9800,1996, 신백동 110,2024-07-02,덕일한마음1,59.94,5
3550,1992, 신백동 198-3,2024-07-04,화성2차아파트,43.44,5
42000,2016, 강제동 805,2024-07-03,센트럴코아루,84.9922,20
27900,2015, 강제동 903,2024-07-05,강제코아루파크,84.4,2
28000,2017, 강제동 844,2024-07-09,제천강저롯데캐슬프리미어,82.7976,1
19000,2007, 왕암동 905,2024-07-02,현진에버빌1차,84.6821,11
18000,2018, 왕암동 779,2024-07-02,왕암코아루드림,60.262,12
5000,1994,봉양읍 주포리 235,2024-07-10,중앙,49.5,4
17300,2018,보은읍 장신리 183,2024-07-05,보은신한헤센,74.969,4
21800,2018,보은읍 장신리 183,2024-07-07,보은신한헤센,84.992,9
24000,2007,옥천읍 문정리 430-1,2024-07-01,하늘빛아파트,59.8563,13
14750,2002,옥천읍 장야리 313,2024-07-07,옥천장야주공(1)단지,59.64,9
5700,2002,영동읍 설계리 886,2024-07-01,주공아파트(886-0),39.94,14
5800,2002,영동읍 설계리 886,2024-07-09,주공아파트(886-0),39.94,11
8500,1995,용산면 구촌리 172-1,2024-07-02,진산,59.61,2
7000,1988,증평읍 창동리 544,2024-07-02,주공,39.3,3
7550,1992,증평읍 장동리 255,2024-07-01,증평삼일,59.9,4
18500,2015,증평읍 장동리 930,2024-07-01,대성베르힐리오파크,59.95,15
10400,2003,증평읍 장동리 921,2024-07-02,증평4단지주공,51.95,3
26300,2015,증평읍 장동리 930,2024-07-04,대성베르힐리오파크,84.9971,3
7300,1992,증평읍 장동리 255,2024-07-10,증평삼일,59.9,14
9100,2005,증평읍 초중리 114,2024-07-09,일진뜨리에,59.675,12
21000,2021,증평읍 미암리 1073,2024-07-08,증평코아루휴티스,59.626,4
29500,2021,증평읍 미암리 1073,2024-07-09,증평코아루휴티스,81.2323,3
26400,2016,진천읍 교성리 616,2024-07-06,진천1차대명루첸,80.8824,2
5700,1996,진천읍 교성리 266,2024-07-08,아담,59.76,4
24000,2016,진천읍 교성리 616,2024-07-10,진천1차대명루첸,73.6898,14
9200,1991,진천읍 신정리 651-1,2024-07-07,장산,68.94,10
26000,2016,진천읍 성석리 976,2024-07-11,진천우림필유,84.9849,15
31000,2016,덕산읍 두촌리 2456,2024-07-01,영무예다음2차,84.949,3
28000,2018,덕산읍 두촌리 2487,2024-07-02,충북혁신리슈빌,74.48,17
32000,2018,덕산읍 두촌리 3148,2024-07-03,충북혁신도시아모리움내안애,84.9637,1
29000,2018,덕산읍 두촌리 2487,2024-07-09,충북혁신리슈빌,84.86,10
35000,2018,덕산읍 두촌리 3148,2024-07-10,충북혁신도시아모리움내안애,84.9637,18
2570,2000,문백면 봉죽리 257,2024-07-02,경향렉스빌,25.92,10
6600,2000,광혜원면 죽현리 202,2024-07-02,갑을아파트,49.92,7
6500,2000,광혜원면 죽현리 202,2024-07-08,갑을아파트,49.92,13
5000,2000,광혜원면 죽현리 202,2024-07-11,갑을아파트,39.06,10
12000,1992,광혜원면 광혜원리 414,2024-07-01,광혜원목화아파트,80.79,12
16800,2008,광혜원면 광혜원리 529,2024-07-01,석미모닝파크,84.66,7
13400,2003,광혜원면 광혜원리 1078,2024-07-02,진천광혜원주공,59.92,8
5000,2009,광혜원면 광혜원리 73-3,2024-07-05,산호2차,39.84,8
20000,2010,광혜원면 광혜원리 1085,2024-07-09,광혜원코아루,84.9196,5
4100,1998,괴산읍 대사리 177-1,2024-07-02,두진백로,39.8,1
4100,1998,괴산읍 대사리 177-1,2024-07-04,두진백로,39.8,10
8000,1993,음성읍 읍내리 350-1,2024-07-03,삼보,59.99,7
5400,1996,음성읍 읍내리 692-1,2024-07-09,청솔,59.755,4
3500,1994,음성읍 읍내리 805,2024-07-09,한성진주아파트,39.96,14
3500,1994,음성읍 읍내리 805,2024-07-09,한성진주아파트,39.96,14
13000,2004,금왕읍 무극리 585-11,2024-07-04,명운네스트빌,59.952,5
7700,1995,금왕읍 무극리 504-16,2024-07-06,풍산장미,59.88,9
9500,1995,금왕읍 무극리 662,2024-07-06,두진백로1차,59.58,7
3800,2003,금왕읍 내송리 216-1,2024-07-03,우원,33.75,4
3900,2009,맹동면 용촌리 56-1,2024-07-05,음성미영황새마을,36.46,5
22100,2014,맹동면 동성리 445,2024-07-04,충북혁신도시 LH쌍용예가,59.93,7
21500,2014,맹동면 동성리 445,2024-07-06,충북혁신도시 LH쌍용예가,59.93,11
22000,2014,맹동면 동성리 445,2024-07-10,충북혁신도시 LH쌍용예가,59.93,10
16100,2012,대소면 태생리 756,2024-07-02,대소두진하트리움,75.2445,2
18500,2018,대소면 태생리 765,2024-07-04,대소웰메이드타운,74.855,15
7000,1997,대소면 태생리 79-12,2024-07-06,대소한양2차,51.99,3
9200,2018,생극면 신양리 465-5,2024-07-09,태경에코그린아파트,45.6855,14
7450,2003,감곡면 오향리 568,2024-07-10,덕일한마음,46.32,7
7500,1989,단양읍 도전리 644-1,2024-07-10,화성,47.28,5
6500,1996,단양읍 상진리 50,2024-07-04,두진임대아파트,35.67,5
9300,1996,단양읍 상진리 50,2024-07-04,두진임대아파트,59.34,6
5400,1985,단양읍 상진리 978,2024-07-10,주공,39.72,4
4300,2005,매포읍 평동리 1335,2024-07-01,단양태양드림빌,42.36,4
39800,2021, 문화동 179,2024-07-07,힐스테이트천안,74.8038,4
10500,1991, 영성동 155-3,2024-07-09,금성1,71.19,4
15000,2017, 영성동 67-2,2024-07-09,영성펜타폴리스25,59.4969,6
24500,2010, 구성동 525,2024-07-02,구성휴먼시아,84.78,6
13800,1990, 구성동 293-21,2024-07-05,쌍용,84.96,7
34000,2023, 청수동 435,2024-07-05,청수행정타운금호어울림,84.5641,16
12000,1992, 청수동 183,2024-07-09,극동2차,72.88,3
19300,2006, 청당동 436,2024-07-01,청당마을신도브래뉴,84.931,8
26700,2019, 청당동 992,2024-07-01,청당코오롱하늘채,59.9189,10
37500,2018, 청당동 978,2024-07-03,청당동한양수자인블루시티,84.7795,19
28000,2009, 청당동 606,2024-07-05,중흥S클래스산운마을,84.825,12
32800,2011, 청당동 458,2024-07-07,한양수자인,84.9458,8
22000,2007, 청당동 440,2024-07-10,청당마을벽산블루밍,84.967,1
36200,2023, 청당동 1005,2024-07-10,행정타운센트럴두산위브,74.6653,9
38000,2018, 봉명동 513,2024-07-05,봉서산아이파크,84.992,4
12380,2001, 봉명동 494,2024-07-07,봉명청솔(3차),56.34,12
10000,1991, 봉명동 60-54,2024-07-10,봉명동선경,59.28,5
25900,2017, 다가동 578,2024-07-03,일봉산해피트리,84.975,5
35800,2009, 용곡동 482-16,2024-07-01,용곡더쉴,124.535,8
13100,1997, 신방동 873,2024-07-01,성지새말1,59.97,2
12950,1997, 신방동 895,2024-07-02,두레현대1,59.995,3
7500,1998, 신방동 920,2024-07-03,초원그린타운,39.27,15
24700,2023, 신방동 2191,2024-07-03,신방삼부르네상스,59.9977,15
7000,1998, 신방동 920,2024-07-03,초원그린타운,39.27,2
7500,1998, 신방동 920,2024-07-03,초원그린타운,39.27,15
5600,1997, 신방동 902,2024-07-04,삼일원앙,28.12,3
7250,1998, 신방동 920,2024-07-04,초원그린타운,39.27,2
14000,1997, 신방동 895,2024-07-05,두레현대1,59.995,1
32500,2010, 신방동 1557,2024-07-05,신방한성필하우스,108.2578,8
29200,2010, 신방동 1557,2024-07-05,신방한성필하우스,84.9681,5
19500,1997, 신방동 905,2024-07-06,향촌현대,84.72,14
14400,1997, 신방동 873,2024-07-07,성지새말1,59.97,13
25800,2023, 신방동 2191,2024-07-07,신방삼부르네상스,59.9977,21
17000,1996, 신방동 869,2024-07-09,신동아목련,84.96,9
33800,2009, 신방동 1893,2024-07-12,신방한라비발디,117.5041,9
33500,2009, 신부동 970,2024-07-01,방죽안휴먼시아,84.91,21
33100,2018, 신부동 986,2024-07-01,신부동도솔노블시티동문굿모닝힐,74.88,9
7900,2014, 신부동 451-8,2024-07-01,스카이타워,19.355,14
16500,1995, 신부동 544,2024-07-02,대림한내,59.781,12
23000,1995, 신부동 545,2024-07-02,대림한들,98.44,4
23000,1995, 신부동 545,2024-07-02,대림한들,98.44,4
28500,2018, 신부동 986,2024-07-03,신부동도솔노블시티동문굿모닝힐,59.93,11
36500,2018, 신부동 986,2024-07-03,신부동도솔노블시티동문굿모닝힐,74.95,25
26000,1995, 신부동 545,2024-07-07,대림한들,98.44,11
31500,2017, 신부동 978,2024-07-08,힐스테이트천안신부,74.9512,4
31500,2007, 신부동 910,2024-07-11,우방유쉘(910),132.463,6
5000,1996, 안서동 304-1,2024-07-01,동보스타빌,24.18,7
5000,1996, 안서동 304-1,2024-07-03,동보스타빌,24.18,7
28500,2005, 안서동 181,2024-07-03,대림1차이편한세상,120.722,1
21900,2005, 안서동 192-1,2024-07-05,안서2차e-편한세상,101.592,8
20500,2018, 안서동 546,2024-07-06,안서코아루,58.084,3
5000,1995,목천읍 운전리 380-3,2024-07-05,연합초원,59.49,2
3500,1997,목천읍 신계리 422,2024-07-03,천안목천동우1차,39.95,9
3600,1997,목천읍 신계리 422,2024-07-09,천안목천동우1차,39.95,11
7600,1999,목천읍 삼성리 9-6,2024-07-04,원앙마을부영2차,49.92,4
8100,1999,목천읍 삼성리 9-12,2024-07-04,원앙마을부영1차,49.92,5
8500,1999,목천읍 삼성리 9-6,2024-07-11,원앙마을부영2차,59.76,2
23000,2023,풍세면 보성리 772,2024-07-10,천안한양수자인에코시티,75.9331,16
7200,1998,북면 상동리 91-6,2024-07-02,중앙,55.94,9
3200,1995,성남면 석곡리 351-4,2024-07-05,태영그린,49.77,5
3300,1995,성남면 석곡리 351-4,2024-07-06,태영그린,49.77,3
26000,2005, 와촌동 173,2024-07-03,신동아파밀리에,84.9816,4
44000,2021, 와촌동 186,2024-07-06,천안역사동아라이크텐,84.8895,23
35700,2021, 와촌동 186,2024-07-06,천안역사동아라이크텐,65.4418,16
12400,1988, 성정동 717,2024-07-01,주공5-2,39.69,1
10000,1991, 성정동 658-1,2024-07-02,대우성정프라자,66.87,9
13000,2015, 성정동 1317,2024-07-02,프라지움5차,49.98,9
31400,2018, 성정동 1562,2024-07-06,천안역우방아이유쉘,84.9988,5
18500,1988, 성정동 717,2024-07-10,주공5-1,51.02,1
16000,1990, 성정동 413-13,2024-07-11,현대2,84.94,12
13500,1991, 성정동 789,2024-07-11,주공6-3,46.99,1
23700,1992, 백석동 191-3,2024-07-02,현대,132.58,7
53000,2014, 백석동 1178,2024-07-04,백석2차아이파크,106.7213,11
31100,2009, 백석동 941,2024-07-06,백석마을아이파크,84.984,14
46000,2017, 백석동 1200,2024-07-06,천안백석3차IPARK,84.9562,15
27500,2003, 백석동 900,2024-07-09,호반리젠시빌,84.9775,12
41500,2011, 두정동 2045,2024-07-01,두정역이안더센트럴,114.946,10
26700,2020, 두정동 2078,2024-07-01,두정역효성해링턴플레이스,51.87,17
27000,2018, 두정동 401-1,2024-07-01,e편한세상두정4차,62.6689,18
4600,2015, 두정동 1373,2024-07-01,에프엠22,22.162,4
29400,2013, 두정동 2055,2024-07-02,이편한세상-천안두정2차,72.6915,3
42000,2020, 두정동 2078,2024-07-02,두정역효성해링턴플레이스,71.4,31
18550,1996, 두정동 525-1,2024-07-03,대우그린,84.95,3
43000,2022, 두정동 2068,2024-07-03,한화포레나천안두정,76.7079,25
35000,2017, 두정동 2063,2024-07-03,e편한세상두정3차,75.7971,13
35000,2017, 두정동 2063,2024-07-03,e편한세상두정3차,75.7971,13
31800,2013, 두정동 2055,2024-07-03,이편한세상-천안두정2차,72.6915,12
28000,2011, 두정동 2045,2024-07-04,두정역이안더센트럴,102.503,5
41800,2020, 두정동 2078,2024-07-04,두정역효성해링턴플레이스,71.4,19
35600,2017, 두정동 2063,2024-07-04,e편한세상두정3차,75.7971,9
24100,2004, 두정동 1080,2024-07-05,경남아너스빌(대아아이투빌-1),84.7733,11
20000,2004, 두정동 1080,2024-07-06,경남아너스빌(대아아이투빌-1),84.7733,2
31000,2020, 두정동 2078,2024-07-06,두정역효성해링턴플레이스,59.86,14
33400,2020, 두정동 2078,2024-07-06,두정역효성해링턴플레이스,59.86,20
30800,2018, 두정동 401-1,2024-07-07,e편한세상두정4차,72.8151,12
18000,1996, 두정동 526-1,2024-07-08,극동늘푸른,84.9,3
49000,2020, 두정동 2078,2024-07-08,두정역효성해링턴플레이스,84.93,5
23000,2004, 두정동 2035,2024-07-09,한성필하우스3차,59.9045,5
41500,2022, 두정동 2068,2024-07-09,한화포레나천안두정,76.8181,20
4600,2013, 두정동 1466,2024-07-09,두정역펜타폴리스,20.005,6
44300,2017, 성성동 696,2024-07-01,천안레이크타운푸르지오,74.8041,12
44300,2017, 성성동 696,2024-07-01,천안레이크타운푸르지오,74.8041,12
39000,2020, 성성동 969,2024-07-03,천안레이크타운3차푸르지오,59.9767,31
45000,2018, 성성동 697,2024-07-04,천안레이크타운2차푸르지오,84.91,4
51000,2020, 성성동 969,2024-07-04,천안레이크타운3차푸르지오,73.6367,24
49000,2018, 성성동 827,2024-07-06,천안시티자이,84.9474,13
55000,2023, 성성동 968,2024-07-06,천안푸르지오레이크사이드,84.9862,23
58300,2020, 성성동 969,2024-07-06,천안레이크타운3차푸르지오,84.9811,17
38500,2020, 성성동 969,2024-07-11,천안레이크타운3차푸르지오,59.9767,14
22400,2016, 차암동 543,2024-07-01,e편한세상스마일시티2차,59.9819,8
23000,2016, 차암동 543,2024-07-02,e편한세상스마일시티2차,59.9819,23
19300,2015, 차암동 442,2024-07-03,e편한세상스마일시티,51.99,15
18000,2016, 차암동 550,2024-07-06,천안스마일시티효성해링턴플레이스,51.9931,3
22500,2016, 차암동 543,2024-07-06,e편한세상스마일시티2차,59.9819,9
24500,2015, 차암동 442,2024-07-09,e편한세상스마일시티,72.96,19
12900,2000, 쌍용동 1367,2024-07-01,월봉청솔1단지,50.16,10
28100,2018, 쌍용동 2134,2024-07-01,천안쌍용역코오롱하늘채,59.93,8
47000,2011, 쌍용동 2100,2024-07-01,파크밸리동일하이빌,84.971,15
11500,2000, 쌍용동 1367,2024-07-02,월봉청솔1단지,50.16,13
25800,2018, 쌍용동 2134,2024-07-02,천안쌍용역코오롱하늘채,59.93,3
13700,1998, 쌍용동 1548,2024-07-03,월봉대우,59.884,2
12000,1994, 쌍용동 388-2,2024-07-03,현대3,59.4,13
19900,1994, 쌍용동 652,2024-07-04,일성3차(능수),84.95,10
12500,2000, 쌍용동 1367,2024-07-04,월봉청솔1단지,50.16,13
12600,2000, 쌍용동 1561,2024-07-04,월봉청솔2차,48.45,4
15000,1999, 쌍용동 1920,2024-07-05,"쌍용마을뜨란채,주공아파트",59.95,7
21800,1998, 쌍용동 1538,2024-07-06,월봉벽산,85.0,10
26000,2006, 쌍용동 2050,2024-07-06,쌍용역푸르지오,84.746,6
21800,1994, 쌍용동 1279,2024-07-08,라이프타운,95.96,8
12900,2000, 쌍용동 1561,2024-07-08,월봉청솔2차,48.45,11
67000,2011, 불당동 1292,2024-07-01,펜타포트(101동102동),107.729,24
4300,2014, 불당동 737,2024-07-01,메가트로피,19.11,10
4000,2014, 불당동 737,2024-07-01,메가트로피,19.2,3
37000,2016, 불당동 1497,2024-07-02,불당리더힐스,59.92,11
54000,2016, 불당동 1497,2024-07-03,불당리더힐스,84.54,5
80400,2017, 불당동 1614,2024-07-03,천안 불당 지웰시티푸르지오 2단지,99.9342,4
110000,2017, 불당동 1613,2024-07-04,천안불당호반써밋플레이스,117.4714,27
59800,2016, 불당동 1498,2024-07-05,천안불당 지웰푸르지오,84.998,3
18100,2016, 불당동 1426,2024-07-05,불당풍림아이원아파트,45.7798,4
53000,2004, 불당동 757,2024-07-06,불당아이파크,101.65,9
80500,2016, 불당동 1548,2024-07-06,천안불당지웰더샵,84.9709,5
80500,2016, 불당동 1548,2024-07-06,천안불당지웰더샵,84.9709,5
38300,2016, 불당동 1497,2024-07-11,불당리더힐스,59.7,19
15000,2005, 신당동 284-1,2024-07-11,신당코아루,84.9669,6
15000,1997,성환읍 성월리 150,2024-07-01,현대한솔,84.96,19
10000,1991,성환읍 매주리 319-1,2024-07-05,성환골드,65.52,5
11300,1992,성환읍 매주리 311-9,2024-07-05,중앙,73.29,2
9400,1998,성환읍 매주리 183,2024-07-10,성환부영,49.92,10
18000,2005,성환읍 매주리 244-13,2024-07-10,부영,84.9643,5
9400,1998,성환읍 매주리 183,2024-07-10,성환부영,49.92,10
17700,2005,성환읍 매주리 244-13,2024-07-12,부영,84.9643,7
9100,2001,성환읍 율금리 773,2024-07-01,두진그린힐,59.98,10
5000,2001,성환읍 율금리 773,2024-07-02,두진그린힐,38.6,2
7500,1998,성환읍 율금리 447-2,2024-07-05,이화,52.488,3
5500,2001,성환읍 율금리 773,2024-07-08,두진그린힐,38.6,8
24000,2016,성거읍 송남리 585,2024-07-11,북천안자이포레스트,84.8089,1
10100,1998,성거읍 천흥리 429,2024-07-04,장미근로복지,59.52,12
7300,2004,성거읍 저리 26-7,2024-07-05,아느칸빌,39.06,5
2200,1996,성거읍 요방리 160-22,2024-07-08,육영원룸,27.6,1
16500,1998,성거읍 신월리 3-3,2024-07-06,성거벽산,84.98,16
10000,1995,직산읍 삼은리 59-7,2024-07-01,청호6차,59.765,6
22600,2019,직산읍 삼은리 584,2024-07-01,직산한양수자인아이림아파트,59.1619,9
19000,2019,직산읍 삼은리 584,2024-07-05,직산한양수자인아이림아파트,59.157,14
6500,1997,직산읍 상덕리 107,2024-07-05,직산산호,59.34,12
5000,1997,직산읍 상덕리 107,2024-07-05,직산산호,49.8,9
5200,1992,직산읍 부송리 60-3,2024-07-04,청호4차,59.55,5
1950,1997,직산읍 모시리 253-38,2024-07-03,동보호수마을,25.725,8
1950,1997,직산읍 모시리 253-38,2024-07-03,동보호수마을,25.725,9
5700,1999,입장면 도림리 341-1,2024-07-04,한성,39.512,5
6000,1992,입장면 신덕리 200-21,2024-07-03,연합,59.52,5
14200,1996, 신관동 1,2024-07-02,새뜸현대3차,59.5,15
10700,1994, 신관동 475-2,2024-07-07,유진한아름,59.94,8
14000,1998, 신관동 19,2024-07-09,주공4단지,59.99,17
18500,2005, 신관동 664,2024-07-12,주공5차,59.45,13
6000,1995,유구읍 유구리 648-14,2024-07-01,동진비둘기,59.99,8
3500,2000,의당면 청룡리 641-5,2024-07-03,세광엔리치빌,30.6438,4
5830,1998,의당면 청룡리 640-1,2024-07-08,청룡신한1차,42.54,4
8500,1993, 대천동 503-3,2024-07-05,흥화,59.92,9
8300,1992, 죽정동 666-6,2024-07-05,현대,73.8,9
7400,1991, 동대동 414-2,2024-07-10,동대주공2,46.98,1
28200,2008, 명천동 1010,2024-07-02,명천코아루,84.9531,11
28000,2008, 명천동 1010,2024-07-03,명천코아루,84.9531,18
23400,2005, 명천동 1008,2024-07-10,정은스카이빌,118.516,4
19000,2016, 온천동 1928,2024-07-03,아산반도유보라,59.9734,17
5300,2016, 온천동 307-41,2024-07-05,올리브힐,17.831,7
18500,2017, 온천동 1935,2024-07-05,아산온천미소지움아파트,59.9673,6
19800,2017, 온천동 1935,2024-07-06,아산온천미소지움아파트,59.9816,15
15500,1991, 온천동 617-1,2024-07-09,삼정하이츠,84.73,1
23200,2006, 온천동 1910,2024-07-11,힐스테이트,84.99,2
24200,2017, 온천동 1935,2024-07-12,아산온천미소지움아파트,68.9846,9
14300,1996, 실옥동 169-3,2024-07-10,벽산,84.83,10
12700,1997, 방축동 140-4,2024-07-02,동아나래,84.96,2
15400,2010, 신인동 453,2024-07-05,아산엘크루,84.6814,10
17150,2019, 법곡동 334,2024-07-10,신원더파크2차,59.9408,15
4600,2004, 장존동 305,2024-07-01,청솔,39.994,3
5500,2004, 장존동 305,2024-07-04,청솔,39.994,4
8800,2004, 장존동 305,2024-07-08,청솔,59.988,1
10000,2004, 장존동 305,2024-07-09,청솔,59.988,2
7000,1995, 좌부동 84,2024-07-05,초원설화타운2,59.88,7
6800,1995, 좌부동 84,2024-07-05,초원설화타운2,59.88,1
29400,2017, 풍기동 514,2024-07-05,아산풍기이지더원1차아파트,72.159,19
25800,2018, 풍기동 519,2024-07-05,아산풍기이지더원2차아파트,72.947,21
7900,1993, 풍기동 231,2024-07-08,인정프린스,59.91,10
29000,2017, 풍기동 514,2024-07-08,아산풍기이지더원1차아파트,72.159,22
24600,2009, 용화동 1623,2024-07-01,용화지구신도브래뉴,84.993,15
24700,2006, 모종동 625,2024-07-02,대림이편한세상,84.94,12
37000,2017, 모종동 643,2024-07-04,모종캐슬어울림3단지,84.9206,11
12500,1998, 모종동 576-1,2024-07-04,한라동백,59.91,2
17700,1992, 모종동 578,2024-07-06,라이프타운,84.98,6
27500,2017, 모종동 637,2024-07-09,모종캐슬어울림1단지,59.8477,15
11500,2002, 권곡동 205-1,2024-07-01,청솔,58.2,9
10500,2002, 권곡동 205-1,2024-07-03,청솔,58.2,3
10200,2003, 권곡동 607,2024-07-03,아산권곡주공,49.8,2
6700,1991, 권곡동 531-2,2024-07-08,양우,50.112,2
40000,2009, 권곡동 620,2024-07-10,아산더샵퍼스트타워,148.9809,5
3800,2000, 배미동 174-3,2024-07-04,서진,29.64,2
8000,2008, 배미동 239-14,2024-07-05,삼정백조,59.73,5
3850,2000, 배미동 174-3,2024-07-05,서진,29.724,3
25300,2021,배방읍 공수리 1730,2024-07-01,아산배방우방아이유쉘2차,61.5741,17
37500,2018,배방읍 공수리 1675,2024-07-02,배방5차한성필하우스,84.6071,9
25900,2021,배방읍 공수리 1730,2024-07-02,아산배방우방아이유쉘2차,61.7433,24
8700,2012,배방읍 공수리 282,2024-07-03,배방삼정그린코아,38.49,18
22800,2020,배방읍 공수리 1725,2024-07-03,배방6차한성필하우스,59.9777,7
8300,2012,배방읍 공수리 282,2024-07-04,배방삼정그린코아,38.49,7
24980,2021,배방읍 공수리 1730,2024-07-04,아산배방우방아이유쉘2차,61.7433,13
22300,2007,배방읍 공수리 1162,2024-07-05,배방한성필하우스2단지,84.9614,3
25900,2021,배방읍 공수리 1730,2024-07-08,아산배방우방아이유쉘2차,61.7433,19
8350,2012,배방읍 공수리 282,2024-07-11,배방삼정그린코아,38.49,10
13500,1997,배방읍 공수리 282-5,2024-07-12,아산한도,59.4,18
19700,2008,배방읍 북수리 1535,2024-07-07,새솔마을중앙하이츠3차,84.9966,5
32750,2008,배방읍 북수리 1534,2024-07-09,롯데캐슬,121.0913,14
8300,1996,배방읍 세교리 432,2024-07-02,신한,40.96,1
10500,1997,배방읍 세교리 424-9,2024-07-06,신라,49.68,8
10200,1997,배방읍 세교리 424-9,2024-07-10,신라,49.68,10
37500,2011,배방읍 장재리 1767,2024-07-01,요진와이시티,59.8868,25
26000,2009,배방읍 장재리 1208,2024-07-03,용연마을3단지,74.96,19
37000,2011,배방읍 장재리 1767,2024-07-06,요진와이시티,59.8868,12
28500,2009,배방읍 장재리 1208,2024-07-07,용연마을3단지,84.65,5
73000,2014,탕정면 명암리 809,2024-07-02,탕정삼성트라팰리스(5단지),125.25,30
39000,2009,탕정면 명암리 809,2024-07-06,탕정삼성트라팰리스(1단지~3단지),84.99,13
41000,2013,탕정면 명암리 809,2024-07-07,탕정삼성트라팰리스(4단지),84.68,6
35000,2014,탕정면 명암리 809,2024-07-11,탕정삼성트라팰리스(5단지),73.9348,10
